1.262993694582545068e+00,1.260343736084858168e+00
1.263733311921912295e+00,1.260343736084858168e+00
1.286522504210515283e+00,1.260343736084858168e+00
1.265884774521895073e+00,1.260343736084858168e+00
1.267167227751570424e+00,1.260343736084858168e+00
1.266482254690813880e+00,1.260343736084858168e+00
1.276550270772096596e+00,1.260343736084858168e+00
1.252814999193841539e+00,1.260343736084858168e+00
1.258857500383973926e+00,1.260343736084858168e+00
1.266213084254811161e+00,1.260343736084858168e+00
1.253913032527197879e+00,1.260343736084858168e+00
1.289075729830881034e+00,1.260343736084858168e+00
1.298968868355420581e+00,1.260343736084858168e+00
1.245785848724958678e+00,1.260343736084858168e+00
1.268270244461225715e+00,1.260343736084858168e+00
1.256269554937346822e+00,1.260343736084858168e+00
1.264870002990182041e+00,1.260343736084858168e+00
1.253567780173157287e+00,1.260343736084858168e+00
1.258358825488768318e+00,1.260343736084858168e+00
1.270881240370586918e+00,1.260343736084858168e+00
1.273046732992187069e+00,1.260343736084858168e+00
1.257693334273077612e+00,1.260343736084858168e+00
1.264227505699788701e+00,1.260343736084858168e+00
1.253705268810377360e+00,1.260343736084858168e+00
1.287478085300979957e+00,1.260343736084858168e+00
1.254316765802243161e+00,1.260343736084858168e+00
1.263430118273101366e+00,1.260343736084858168e+00
1.273149968646282826e+00,1.260343736084858168e+00
1.268223831915138433e+00,1.260343736084858168e+00
1.248341701093319545e+00,1.260343736084858168e+00
1.245163758155609646e+00,1.260343736084858168e+00
1.280803855142173431e+00,1.260343736084858168e+00
1.278173062387647718e+00,1.260343736084858168e+00
1.239862407697897018e+00,1.260343736084858168e+00
1.247032750393423983e+00,1.260343736084858168e+00
1.261465275115993379e+00,1.260343736084858168e+00
1.242947591650324091e+00,1.260343736084858168e+00
1.260298350549513113e+00,1.260343736084858168e+00
1.259102051669733102e+00,1.260343736084858168e+00
1.263842569727457565e+00,1.260343736084858168e+00
1.264970700055965791e+00,1.260343736084858168e+00
1.262838894354973762e+00,1.260343736084858168e+00
1.265498349344908124e+00,1.260343736084858168e+00
1.240075855234947122e+00,1.260343736084858168e+00
1.256695393337372346e+00,1.260343736084858168e+00
1.256481988307077691e+00,1.260343736084858168e+00
1.278133262150930038e+00,1.260343736084858168e+00
1.238001893694755440e+00,1.260343736084858168e+00
1.264928781778827283e+00,1.260343736084858168e+00
1.223146731025764211e+00,1.260343736084858168e+00
1.266882574698799058e+00,1.260343736084858168e+00
1.259134045916203037e+00,1.260343736084858168e+00
1.275400327221412278e+00,1.260343736084858168e+00
1.266432529719431432e+00,1.260343736084858168e+00
1.252012281840999997e+00,1.260343736084858168e+00
1.258903997541188202e+00,1.260343736084858168e+00
1.263856453271500202e+00,1.260343736084858168e+00
1.273779290570434819e+00,1.260343736084858168e+00
1.258294565495062134e+00,1.260343736084858168e+00
1.255847802417203063e+00,1.260343736084858168e+00
1.263477406227861755e+00,1.260343736084858168e+00
1.253454951766284742e+00,1.260343736084858168e+00
1.244372678296581380e+00,1.260343736084858168e+00
1.254585791498685099e+00,1.260343736084858168e+00
1.251419795000039636e+00,1.260343736084858168e+00
1.260432721889115371e+00,1.260343736084858168e+00
1.248438049380767412e+00,1.260343736084858168e+00
1.254089501433864440e+00,1.260343736084858168e+00
1.283390756259805476e+00,1.260343736084858168e+00
1.289704849570535883e+00,1.260343736084858168e+00
1.244681477151865723e+00,1.260343736084858168e+00
1.254472786701834153e+00,1.260343736084858168e+00
1.265804402539898232e+00,1.260343736084858168e+00
1.253784000412691668e+00,1.260343736084858168e+00
1.269357094660549024e+00,1.260343736084858168e+00
1.251552156106144231e+00,1.260343736084858168e+00
1.238277775566950067e+00,1.260343736084858168e+00
1.263519435551364367e+00,1.260343736084858168e+00
1.249228280155555648e+00,1.260343736084858168e+00
1.261545213628583628e+00,1.260343736084858168e+00
1.253269424398782306e+00,1.260343736084858168e+00
1.272239395061917966e+00,1.260343736084858168e+00
1.256381328405076658e+00,1.260343736084858168e+00
1.258699353919888519e+00,1.260343736084858168e+00
1.269164029426890217e+00,1.260343736084858168e+00
1.255288999451721788e+00,1.260343736084858168e+00
1.246546753464779611e+00,1.260343736084858168e+00
1.230425644156458720e+00,1.260343736084858168e+00
1.270426258963652355e+00,1.260343736084858168e+00
1.263282357220017360e+00,1.260343736084858168e+00
1.246544176275282245e+00,1.260343736084858168e+00
1.253941220381378230e+00,1.260343736084858168e+00
1.246541948139136879e+00,1.260343736084858168e+00
1.266564976937762932e+00,1.260343736084858168e+00
1.263091181366075899e+00,1.260343736084858168e+00
1.262514646980324784e+00,1.260343736084858168e+00
1.258826333489550420e+00,1.260343736084858168e+00
1.270150708156719599e+00,1.260343736084858168e+00
1.252448050852113415e+00,1.260343736084858168e+00
1.251636244221590699e+00,1.260343736084858168e+00
